run_id,total_called,total_planted,tp_called,tp_planted,precision,recall,f1,id_ctrl,id_treat,genome,acc_key,gc_key,fragment_length,read_length,nb_k,aligner,peakcaller,macs2_mode,tf_exp,seed,tf_seed,map_seed,gc_exp,acc_exp,map_coverage_pct,map_sigma,map_enrich,map_exp,use_control,coverage_ctrl,coverage_treat,tf_peak_count_ctrl,tf_peak_count_treat,tf_sigma,tf_enrich
0222,105,30,29,30,0.2761904761904762,1.0,0.43283582089552247,0222_con,0222_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,16.0,10,0,5,20,2500
0223,120,30,27,28,0.225,0.9333333333333333,0.36258992805755397,0223_con,0223_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,24.0,10,0,5,20,1000
0224,105,30,29,30,0.2761904761904762,1.0,0.43283582089552247,0224_con,0224_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,24.0,10,0,5,20,2500
0225,1,30,1,1,1.0,0.03333333333333333,0.06451612903225806,0225_con,0225_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,0.5,20,0,5,20,1000
0226,24,30,23,24,0.9583333333333334,0.8,0.8720379146919433,0226_con,0226_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,0.5,20,0,5,20,2500
0227,17,30,15,15,0.8823529411764706,0.5,0.6382978723404256,0227_con,0227_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,1.0,20,0,5,20,1000
0228,30,30,28,29,0.9333333333333333,0.9666666666666667,0.9497076023391814,0228_con,0228_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,1.0,20,0,5,20,2500
0229,24,30,22,23,0.9166666666666666,0.7666666666666667,0.8349834983498351,0229_con,0229_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,2.0,20,0,5,20,1000
0230,30,30,28,29,0.9333333333333333,0.9666666666666667,0.9497076023391814,0230_con,0230_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,2.0,20,0,5,20,2500
0231,54,30,27,28,0.5,0.9333333333333333,0.6511627906976745,0231_con,0231_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,4.0,20,0,5,20,1000
0232,51,30,29,30,0.5686274509803921,1.0,0.725,0232_con,0232_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,4.0,20,0,5,20,2500
0233,132,30,29,30,0.2196969696969697,1.0,0.36024844720496896,0233_con,0233_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,8.0,20,0,5,20,1000
0234,119,30,29,30,0.24369747899159663,1.0,0.3918918918918919,0234_con,0234_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,8.0,20,0,5,20,2500
0235,174,30,29,30,0.16666666666666666,1.0,0.2857142857142857,0235_con,0235_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,12.0,20,0,5,20,1000
0236,139,30,29,30,0.20863309352517986,1.0,0.34523809523809523,0236_con,0236_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,12.0,20,0,5,20,2500
0237,174,30,29,30,0.16666666666666666,1.0,0.2857142857142857,0237_con,0237_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,16.0,20,0,5,20,1000
0238,139,30,29,30,0.20863309352517986,1.0,0.34523809523809523,0238_con,0238_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,16.0,20,0,5,20,2500
0239,174,30,29,30,0.16666666666666666,1.0,0.2857142857142857,0239_con,0239_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,24.0,20,0,5,20,1000
0240,139,30,29,30,0.20863309352517986,1.0,0.34523809523809523,0240_con,0240_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,24.0,20,0,5,20,2500
0241,3,30,1,1,0.3333333333333333,0.03333333333333333,0.0606060606060606,0241_con,0241_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,0.5,5,0,5,20,1000
0242,24,30,22,23,0.9166666666666666,0.7666666666666667,0.8349834983498351,0242_con,0242_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,0.5,5,0,5,20,2500
0243,20,30,15,15,0.75,0.5,0.6,0243_con,0243_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,1.0,5,0,5,20,1000
0244,28,30,28,29,1.0,0.9666666666666667,0.983050847457627,0244_con,0244_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,1.0,5,0,5,20,2500
0245,39,30,25,26,0.6410256410256411,0.8666666666666667,0.7369614512471656,0245_con,0245_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,2.0,5,0,5,20,1000
0246,39,30,28,29,0.717948717948718,0.9666666666666667,0.823947234906139,0246_con,0246_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,2.0,5,0,5,20,2500
0247,72,30,27,28,0.375,0.9333333333333333,0.535031847133758,0247_con,0247_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,4.0,5,0,5,20,1000
0248,61,30,28,29,0.45901639344262296,0.9666666666666667,0.6224607129168264,0248_con,0248_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,4.0,5,0,5,20,2500
0249,72,30,27,28,0.375,0.9333333333333333,0.535031847133758,0249_con,0249_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,8.0,5,0,5,20,1000
0250,61,30,28,29,0.45901639344262296,0.9666666666666667,0.6224607129168264,0250_con,0250_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,8.0,5,0,5,20,2500
0251,72,30,27,28,0.375,0.9333333333333333,0.535031847133758,0251_con,0251_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,12.0,5,0,5,20,1000
0252,61,30,28,29,0.45901639344262296,0.9666666666666667,0.6224607129168264,0252_con,0252_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,12.0,5,0,5,20,2500
0253,72,30,27,28,0.375,0.9333333333333333,0.535031847133758,0253_con,0253_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,16.0,5,0,5,20,1000
0254,61,30,28,29,0.45901639344262296,0.9666666666666667,0.6224607129168264,0254_con,0254_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,16.0,5,0,5,20,2500
0255,72,30,27,28,0.375,0.9333333333333333,0.535031847133758,0255_con,0255_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,24.0,5,0,5,20,1000
0256,61,30,28,29,0.45901639344262296,0.9666666666666667,0.6224607129168264,0256_con,0256_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,24.0,5,0,5,20,2500
0257,1,30,1,1,1.0,0.03333333333333333,0.06451612903225806,0257_con,0257_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,0.5,10,0,5,20,1000
